ID,xCoord,yCoord
1898,2330,2274
0098,2846,2330
1924,2330,2846
0513,2233,2532
0224,3408,2800
1631,3408,2800
0613,3408,2800
0047,3408,2800
1422,2846,2330
0828,2448,2888
1683,2330,2846
1801,3408,2800
1642,2408,2330
1750,2980,2739
0473,3408,2800
1111,3408,2800
0999,2846,2330
0392,2330,2846
1975,2992,2346
0016,2846,2330
1250,3159,2800
0689,2846,2330
1172a,2511,2330
0729,2846,2330
0181,2978,2505
1518,2846,2330
0077,3119,2800
1832,2846,2274
1021,2846,2330
0271,3073,2438
0432,2846,2330
1690,2844,2929
0826,2846,2007
1544,2846,2330
1992,3199,2800
1358,2846,2330
1887,3408,2800
1671,3408,2800
1466,2846,2330
1592,2800,3408
1203,2846,2330
0878,2800,3368
1531,2899,2372
0223,3408,2800
0578,2846,2330
0277,2846,2330
1119,2846,2330
0836,2846,2330
1993,2846,2330
0600,2330,2846
0479,2330,2846
1914,2846,2330
0161,2846,2330
1248,2846,2330
1091,2624,2330
0544,2846,2330
1341,2344,2856
0211,2493,2160
0071,2330,2846
0503,2655,3408
0690,2846,2330
0381,2259,2006
1733,2846,2330
0863,2846,2330
0732,3408,2692
0660,2846,2330
0176,2846,2330
1125,3408,2800
1434,2800,3408
1789,2846,2330
1998,2846,2248
1241,2846,2330
1790,3408,2800
0121,2846,2330
0492,2846,2330
0563,2846,2330
0062,2970,3001
0698,2800,3408
1267,2979,2491
0135,3408,2800
1474,2846,2330
0300,2846,2330
1921,2846,2330
0488,2978,2869
1225,2748,2355
0141,3408,2800
1922,2846,2330
0080,3408,2800
0905,2846,2330
1280,1898,2846
0675,3408,2800
0178,3408,2800
1302,2846,2330
0684,3408,2800
0767,3408,2800
1150,2979,2469
0025,2737,2157
1387,2650,2372
0713,3408,2800
0681,2846,2330
1654,2942,2648
1444,2408,2257
0249,3408,2800
0843,2679,3408
0003,1996,2846
0568,2776,3408
1340,2846,2330
1986,2846,2330
0050,2846,2330
1648,2846,2330
1910,2846,2330
1659,2846,2330
1220,2800,3408
0522,3384,2800
0769,3408,2800
1781,2846,2330
0203,2846,2330
1994,2846,2330
0213,2846,1972
1495,2330,2846
0829,3408,2800
0085,2846,2330
0664,2846,2060
0700,3001,2947
1487,2330,2846
0776,3384,2776
0028,2846,2330
1546,2846,2330
1413,2846,2330
0703,3408,2188
1274,2846,2330
1134,3199,2800
0425,2846,2330
1722,3408,2800
1942,3344,2800
0056,2995,2270
1524,2846,2330
1528,2846,2330
0127,2289,3000
1656,2800,3408
0379,2846,2330
0465,2846,2330
0627,2330,2846
0252,2846,2330
1987,2372,2379
1533,2846,2276
1934,2846,2330
1067,2372,3000
0158,3408,2800
1436,2846,2330
1516,2183,2846
1538,2330,2846
1646,1744,2261
0015,2846,2330
0887,3408,2800
0370,2997,2501
1435,2686,2800
1256,2626,2330
1015,2846,2330
0286,2846,1785
0791,2669,2162
0468,3408,2800
0596,1961,2975
1779,3408,2800
1721,2846,2330
1374,2226,2717
1849,2846,2330
0447,2710,2044
0845,2763,2330
1637,3408,2800
1312,3000,2171
0037,2330,2442
1668,2372,3000
1130,2846,2330
1612,2709,2213
0772,2330,2644
0092,2846,2330
0065,2846,2330
0591,2846,2158
1174a,2846,2330
1596,3408,2800
1038,2973,2285
1873,2330,2846
0469,2800,3408
0557,2372,3000
1890,2846,2330
0066,2359,2330
1431,2846,2330
0573,2846,2330
0615,3408,2800
0982,2846,1853
1055,2330,2846
0498,2084,2834
0059,2977,2509
1911,2846,2330
0676,3408,2800
1622,3408,2800
1782,2352,2731
0276,2330,2846
1848,3408,2423
1292,2846,2330
0547,2846,2330
1824,2979,2688
0308,2846,2330
0110,2846,2330
1094,2846,2330
1519,2846,2330
1054,1849,2655
1379,2846,2330
0848,3408,2800
1903,2330,2846
0895,2760,3143
0971,3408,2800
1950,2846,2004
1527,2409,2330
0337,2330,2617
0273,3408,2800
1885,3408,2800
0280,2788,2031
0263,2794,2330
0587,2846,2330
0329,2330,2846
1557,2846,2330
0692,2846,2330
0837,2817,2071
0733,3012,2179
0622,2846,2330
1294,2372,3000
0737,2330,2846
1510,2330,2846
0489,2846,2330
1580,3408,2800
1286,2372,3000
1479,2800,3408
1448,2846,2330
1269,2846,2330
1376,2846,2330
1775,3408,2800
1714,2870,2800
1815,2846,2330
0297,2364,2559
0134,3408,2800
0472,2800,3408
1589,2800,3408
0918,2846,2330
0940,2977,2391
1153,2846,2330
1030,2372,2925
0867,2846,2330
0997,2846,2330
1558,2363,2953
1246,3408,2352
0695,2800,3408
0705,2330,2585
1009,2846,2330
0437,2846,2330
0083,1831,2648
1049,3408,2800
0861,2846,2330
0426,2330,2460
1237,2846,2330
0704,2987,2352
0350,2846,2330
0668,2472,2289
1908,2846,2330
1194,3000,2372
1576,2800,3408
1378,3015,2800
0696,3408,2800
1176,2846,2330
0303,2846,2330
1658,2800,3408
0691,2233,2330
0378,2846,2330
0839,3408,2800
0283,2846,2181
0443,2846,2330
1114,2330,2846
1703,2846,2330
0094,3408,2800
0219,2846,2330
0330,2846,2330
1408,2846,2330
0952,2846,2330
1306,3408,2800
0459,2846,2330
0420,2846,2153
0307,3408,2800
1866,2915,2800
1692,2981,2960
0209,3408,2800
0873,3143,2800
1129,2846,2330
1143,2330,2407
1598,2980,2512
1216,3408,2104
1497,2330,2846
0057,2846,2330
1505,2846,2330
0199,2330,2846
0251,2846,2127
1018,2846,2330
0665,2800,3408
1339,2591,3408
1917,2998,3001
0435,2846,2330
0512,2323,2974
1897,2979,2535
0421,2846,2330
1864,2372,3000
0669,2846,2330
0914,2800,3408
0922,3099,2800
1255,2736,2330
1140,2846,2330
0981,3408,2800
1264,2846,2330
1196,3344,3320
0256,3408,2800
1595,3408,2800
1586,3408,2800
0233,2846,2330
0343,2330,2846
1281,3408,2800
1772,2846,2330
1350,2846,2330
1218,2846,2330
1534,2281,2450
1217,2800,3408
1053,2330,2571
1254,2846,2330
1597,2846,2330
0393,3408,2800
0353,2846,2330
1602,2234,2468
0549,2330,2846
0652,2846,2330
0907,2907,2600
1732,2846,2330
0619,4280,3520
0116,2846,2330
0612,3001,3001
1611,3408,2800
1288,2846,2330
1729,2846,2330
0449,2975,2517
0939,2846,1926
1419,2846,2330
1348,2846,2330
0856,2330,2846
1929,2846,2330
0051,2846,2297
1763,3408,2800
0854,2417,2647
1798,2846,2330
1204,2330,2735
1199,2330,2367
0871,4280,3520
1626,2844,2372
1132,2231,2650
0728,2996,2566
0395,2800,3384
1509,2846,2330
1411,3408,2800
0225,2330,2470
1618,2846,2330
0293,3119,2800
1540,3408,2800
1679,2846,2330
0444,2800,3408
0892,2368,2776
0834,2846,2330
0400,2846,2330
0908,2584,2028
1966,2353,2330
1762,3408,2800
1549,2846,2330
1329,2424,2330
0618,2590,3408
0818,2846,2330
0318,3408,2800
1478,2732,2372
0594,2330,2846
0919,2846,2330
0539,2846,2330
0719,3408,2800
0774,2564,2060
1853,2372,2968
0751,2800,3408
0712,2846,2330
0605,2846,2330
0423,3408,2596
1191,2846,2330
1320,3408,2800
0601,2623,2261
1430,2846,2330
1494,2677,2330
1757,2846,2330
1958,3368,2800
0035,2846,2330
1947,2846,2330
1346,2846,2330
1363,3408,2800
0239,3408,2800
0305,3408,2800
0371,2936,2985
1240,2846,2330
0682,2846,2330
0898,3199,2335
0164,2330,2581
0580,2846,2330
1614,2800,3408
1863,2846,2211
0289,3408,2800
0419,2846,2063
1421,2846,2330
0366,2846,2012
0345,2800,3408
0906,2330,2846
0784,2806,1975
0965,2846,2330
1190,2846,2330
1428,2846,2134
0768,3328,2800
0215,2846,2330
1795,3408,2800
0943,2846,2330
0172,3344,2800
0475,2330,2846
1412,2846,2330
0881,3408,2800
0800,2846,2330
1514,2846,2330
1785,4280,3520
1717,2372,2890
0191,3408,2800
0358,2330,2567
1036,2846,2330
0129,2563,2330
0980,2771,2144
1492,3079,2495
1706,2173,2475
0548,2729,2330
1952,2979,2215
0797,2669,2330
0833,2846,2330
